"Title","Edition","ISBN","Publisher Name","Publishing Year","Serial Title","Call Number","Language","publishing place","Classification","Notes","Image","File Attach","Author","Subject","Item Start value","Specific Detail Info","Copies","Price","label","Supplier","Subtitle","Keyword","Book review","Standards","Frequency",,,,,,
"GIJUBHAIS WONDERLAND 9","2005",,"AKSHARA PRAKASHAN","2005","CHILDREN LITERATURE","1207","ENGLISH MEDIUM","AHAMEDABAD","EEB 733",,,,"GIJUBHAI BADHEKA","CHILDREN LITERATURE","1207",,,"$50.00",,,,,,,,,,,,,
"COMPACT OXFORD DICTIONARY THESAURUS AND WORDPOWER GUIDE","2004",,"OXFORD UNI PRESS","2005","GRAMMER","1211","ENGLISH MEDIUM","NEW DELHI","EFA 43",,,,,"GRAMMER","1211",,,"$795.00",,,,,,,,,,,,,
"JONATHAN LIVINGSTON SEAGULL A STORY","2004",,"MARTINS THE PRINTERS LTD","2005","NOVEL","1212","ENGLISH MEDIUM",,"EA 57",,,,"RICHARD BACH","NOVEL","1212",,,"$100.00",,,,,,,,,,,,,
"SWAMI VIVEKANAND","2004",,"MANOJ PUBLICATION","2005","HINDI","1213","ENGLISH MEDIUM",,"EEC 46",,,,,"HINDI","1213",,,"$40.00",,,,,,,,,,,,,
"VIVEKANAND","2004",,,"2005","HINDI","1214","ENGLISH MEDIUM",,"EEC 47",,,,"RAJENDRA MOHAN BHATNAGAR","HINDI","1214",,,"$250.00",,,,,,,,,,,,,
"THE BALVIHAR BOOK OF PICTURE PARABLES","2004",,"CENTRAL CHINMSYAYA TRUST","2005","STORY BOOK","1228","ENGLISH MEDIUM","MUMBAI","EEB 861",,,,"BHARATI SUKHATANKAR","STORY BOOK","1228",,,"$35.00",,,,,,,,,,,,,
"BALA BHAGAVATAM","2004",,"CENTRAL CHINMSYAYA TRUST","2005","BIOGRAPHY","1229","ENGLISH MEDIUM","MUMBAI","EB 62",,,,"SWAMI CHINMAYAND","BIOGRAPHY","1229",,,"$60.00",,,,,,,,,,,,,
"BRITANNICA READY REFERENCE ENCYCLOPEDIA ","2004",,"ENCYCLOPEDIA BRITANNICA PVT LTD INDIA ","2005","GK","1230","ENGLISH MEDIUM","NEW DELHI","EK 189",,,,,"GK","1230",,,"$500.00",,,,,,,,,,,,,
"BRITANNICA READY REFERENCE ENCYCLOPEDIA","2004",,"ENCYCLOPEDIA BRITANNICA PVT LTD INDIA","2005","GK","1231","ENGLISH MEDIUM","NEW DELHI","EK 190",,,,,"GK","1231",,,"$500.00",,,,,,,,,,,,,
"BRITANNICA READY REFERENCE ENCYCLOPEDIA","2004",,"ENCYCLOPEDIA BRITANNICA PVT LTD INDIA","2005","GK","1232","ENGLISH MEDIUM","NEW DELHI","EK 191",,,,,"GK","1232",,,"$500.00",,,,,,,,,,,,,
"BRITANNICA READY REFERENCE ENCYCLOPEDIA","2004",,"ENCYCLOPEDIA BRITANNICA PVT LTD INDIA","2005","GK","1233","ENGLISH MEDIUM","NEW DELHI","EK 192",,,,,"GK","1233",,,"$500.00",,,,,,,,,,,,,
"BRITANNICA READY REFERENCE ENCYCLOPEDIA","2004",,"ENCYCLOPEDIA BRITANNICA PVT LTD INDIA","2005","GK","1234","ENGLISH MEDIUM","NEW DELHI","EK 193",,,,,"GK","1234",,,"$500.00",,,,,,,,,,,,,
"BRITANNICA READY REFERENCE ENCYCLOPEDIA","2004",,"ENCYCLOPEDIA BRITANNICA PVT LTD INDIA","2005","GK","1235","ENGLISH MEDIUM","NEW DELHI","EK 194",,,,,"GK","1235",,,"$500.00",,,,,,,,,,,,,
"BRITANNICA READY REFERENCE ENCYCLOPEDIA","2004",,"ENCYCLOPEDIA BRITANNICA PVT LTD INDIA","2005","GK","1236","ENGLISH MEDIUM","NEW DELHI","EK 195",,,,,"GK","1236",,,"$500.00",,,,,,,,,,,,,
"BRITANNICA READY REFERENCE ENCYCLOPEDIA","2004",,"ENCYCLOPEDIA BRITANNICA PVT LTD INDIA","2005","GK","1237","ENGLISH MEDIUM","NEW DELHI","EK 196",,,,,"GK","1237",,,"$500.00",,,,,,,,,,,,,
"BRITANNICA READY REFERENCE ENCYCLOPEDIA","2004",,"ENCYCLOPEDIA BRITANNICA PVT LTD INDIA","2005","GK","1238","ENGLISH MEDIUM","NEW DELHI","EK 197",,,,,"GK","1238",,,"$500.00",,,,,,,,,,,,,
"BRITANNICA READY REFERENCE ENCYCLOPEDIA","2004",,"ENCYCLOPEDIA BRITANNICA PVT LTD INDIA ","2005","GK","1239","ENGLISH MEDIUM","NEW DELHI","EK 198",,,,,"GK","1239",,,"$500.00",,,,,,,,,,,,,
"THE POWER OF POSITIVE THINKING","2005",,"VERMILLION","2006","GRAMMER","1240","ENGLISH MEDIUM",,"EFA 49",,,,"NORMAN VINCENT PEALE","GRAMMER","1240",,,"$125.00",,,,,,,,,,,,,
"WRITING WINNING REPORTS AND ESSAYS","2002",,"SCHOLASTIC","2005","GRAMMER","1241","ENGLISH MEDIUM","NEW YORK","EFA 49",,,,"PAUL B. JANECZKO","GRAMMER","1241",,,"$150.00",,,,,,,,,,,,,
"STUDY SMARTER TOOLS AND TECHNIQUES FOR GETTING THE BEST GRADES","2004",,"SCHOLASTIC","2006","OTHER","1242","ENGLISH MEDIUM",,"EKB 33",,,,"RIMA SEHGAL","OTHER","1242",,,"$60.00",,,,,,,,,,,,,
"THE ALCHEMIST","2005",,"HARPER COLLIAM PUB INDIA","2006","NOVEL","1244","ENGLISH MEDIUM",,"EA 58",,,,"PAULO COELHO","NOVEL","1244",,,"$195.00",,,,,,,,,,,,,
"MALGUDI SCHOOLDAYS ","2005",,"PUFFIN BOOKS","2006","NOVEL","1245","ENGLISH MEDIUM","NEW DELHI","EA 59",,,,"R.K.NARAYAN","NOVEL","1245",,,"$199.00",,,,,,,,,,,,,
"LADIES COUPE","2001",,"PENGUIN BOOKS","2006","NOVEL","1246","ENGLISH MEDIUM",,"EA 60",,,,"ANITA NAIR","NOVEL","1246",,,"$250.00",,,,,,,,,,,,,
"THE POWER OF POSITIVE TALK","2005",,"DOLPHIN PRESS","2006","PERSONALITY DEVELOPEMENT","1249","ENGLISH MEDIUM",,"EP 21",,,,"DOUGLAS BLOCH","PERSONALITY DEVELOPEMENT","1249",,,"$175.00",,,,,,,,,,,,,
"WINNIE THE POOH PUZZLERS","2005",,"SCHOLASTIC","2006","GK","1251","ENGLISH MEDIUM",,"EK 188",,,,"NANCY E KRULIK","GK","1251",,,"$120.00",,,,,,,,,,,,,
"DOUBLE DELIGHT COLOURS AND SHAPES",,,"LITTLE MONKS WISDOM","2006","CHILDREN LITERATURE","1253","ENGLISH MEDIUM",,"EEB 1000",,,,,"CHILDREN LITERATURE","1253",,,"$95.00",,,,,,,,,,,,,
"A GREEDY LION","2004",,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1301","ENGLISH MEDIUM",,"EEB 1036",,,,,"CHILDREN LITERATURE","1301",,,"$38.00",,,,,,,,,,,,,
"THE ANT AND THE PIGEON","2003",,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1312","ENGLISH MEDIUM",,"EEB 1014",,,,,"CHILDREN LITERATURE","1312",,,"$0.00",,,,,,,,,,,,,
"THE GOAT AND THE TIGER",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1313","ENGLISH MEDIUM",,"ESB 1048",,,,,"CHILDREN LITERATURE","1313",,,"$0.00",,,,,,,,,,,,,
"THE WISE HORNET",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1315","ENGLISH MEDIUM",,"EEB 1050",,,,,"CHILDREN LITERATURE","1315",,,"$0.00",,,,,,,,,,,,,
"THE PROUD DEER","2003",,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1317","ENGLISH MEDIUM",,"EEB 941",,,,,"CHILDREN LITERATURE","1317",,,"$0.00",,,,,,,,,,,,,
"THE BULL AND THE BUFFALO",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1321","ENGLISH MEDIUM",,"EEB 945",,,,,"CHILDREN LITERATURE","1321",,,"$0.00",,,,,,,,,,,,,
"A TOWN MOUSE AND A COUNTRY MOUSE",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1324","ENGLISH MEDIUM",,"EEB 948",,,,,"CHILDREN LITERATURE","1324",,,"$0.00",,,,,,,,,,,,,
"THE STUPID DONKEY",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1329","ENGLISH MEDIUM",,"EEB 953",,,,,"CHILDREN LITERATURE","1329",,,"$0.00",,,,,,,,,,,,,
"THE PROUD DEER",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1333","ENGLISH MEDIUM",,"EEB 957",,,,,"CHILDREN LITERATURE","1333",,,"$0.00",,,,,,,,,,,,,
"SANG KANCIL AND RAJA SULAIMANS GONG",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1337","ENGLISH MEDIUM",,"EEB 961",,,,,"CHILDREN LITERATURE","1337",,,"$0.00",,,,,,,,,,,,,
"THE END OF THE WORLD",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1340","ENGLISH MEDIUM",,"EEB 964",,,,,"CHILDREN LITERATURE","1340",,,"$0.00",,,,,,,,,,,,,
"THE TORTOISE AND THE HARE",,,"RHYTHM PUBLISHING","2006","STORY BOOK","1341","ENGLISH MEDIUM",,"EEB 965",,,,"POPULAR STORIES","STORY BOOK","1341",,,"$38.00",,,,,,,,,,,,,
"STUDY SMARTER TOOLS AND TECHNIQUES FOR GETTING THE BEST GRADES","2005",,"SCHOLASTIC","2006","OTHER","1342","ENGLISH MEDIUM",,"EKB 33",,,,"RIMA SEHGAL","OTHER","1342",,,"$60.00",,,,,,,,,,,,,
"THE HAT SELLER AND THE MONKEYS",,,"POPULAR PRAKASHAN","2007","CHILDREN LITERATURE","1343","ENGLISH MEDIUM",,"EEB 967",,,,,"CHILDREN LITERATURE","1343",,,"$0.00",,,,,,,,,,,,,
"THE HORSE AND THE DONKEY",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1344","ENGLISH MEDIUM",,"EEB 968",,,,,"CHILDREN LITERATURE","1344",,,"$0.00",,,,,,,,,,,,,
"THE RABBITS HEART",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1345","ENGLISH MEDIUM",,"EEB 969",,,,,"CHILDREN LITERATURE","1345",,,"$0.00",,,,,,,,,,,,,
"THE PROUD DEER",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1346","ENGLISH MEDIUM",,"EEB 970",,,,,"CHILDREN LITERATURE","1346",,,"$0.00",,,,,,,,,,,,,
"THE WOLF AND THE DOG",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1349","ENGLISH MEDIUM",,"EEB 973",,,,,"CHILDREN LITERATURE","1349",,,"$0.00",,,,,,,,,,,,,
"THE CROW AND THE FOX","2004",,"RHYTHM PUBLISHING","2006","STORY BOOK","1355","ENGLISH MEDIUM",,"EEB 1035",,,,"POPULAR STORIES","STORY BOOK","1355",,,"$38.00",,,,,,,,,,,,,
"THE THIRSTY CROW",,,"POPULAR PRAKASHAN","2006","CHILDREN LITERATURE","1356","ENGLISH MEDIUM",,"EEB 1036",,,,,"CHILDREN LITERATURE","1356",,,"$0.00",,,,,,,,,,,,,
"DIGITAL FORTRESS","2005",,"CORGI BOOKS","2006","NOVEL","1360","ENGLISH MEDIUM",,"EA 69",,,,"DAN BROWN","NOVEL","1360",,,"$240.00",,,,,,,,,,,,,
"DECEPTION POINT","2005",,"CORGI BOOKS","2006","NOVEL","1361","ENGLISH MEDIUM",,"EA 70",,,,"DAN BROWN","NOVEL","1361",,,"$245.00",,,,,,,,,,,,,
"PRINCESS","2005",,"BANTAM BOOKS","2006","NOVEL","1362","ENGLISH MEDIUM",,"EA 71",,,,"JEAN SASSON","NOVEL","1362",,,"$275.00",,,,,,,,,,,,,
"THE COMPLETE SHORT STORIES","1999",,"HARPER COLLIAM PUB INDIA","2006","NOVEL","1364","ENGLISH MEDIUM","LONDON","EA 73",,,,"HERCULE POIROT","NOVEL","1364",,,"$495.00",,,,,,,,,,,,,
"TIN FISH ",,,"PENGUIN BOOKS","2006","NOVEL","1365","ENGLISH MEDIUM","NEW DELHI","EA 74",,,,"SUDEEP CHAKRAVARTI","NOVEL","1365",,,"$250.00",,,,,,,,,,,,,
"PASCALS BASIC PRIMARY SPELLING","2005",,"SCHOLASTIC","2006","PERSONALITY DEVELOPMENT","1367","ENGLISH MEDIUM",,"EP 29",,,,"P WALKER","PERSONALITY DEVELOPMENT","1367",,,"$125.00",,,,,,,,,,,,,
"THE TIPPING POINT","2005",,"ABACUS","2006","PERSONALITY DEVELOPMENT","1369","ENGLISH MEDIUM",,"EP 31",,,,"MALCOLM GLADWELL","PERSONALITY DEVELOPMENT","1369",,,"$190.00",,,,,,,,,,,,,
"APOSTLE OF LOVE THE LIFE OF MOTHER TERESA","2005",,"PUFFIN BOOKS","2006","BIOGRAPHY","1370","ENGLISH MEDIUM",,"EB 63",,,,"RUKMINI CHAWLA","BIOGRAPHY","1370",,,"$125.00",,,,,,,,,,,,,
"WHAT HAPPENED THEN....?",,,"CHILDREN BOOK TRUST","2006","STORY BOOK","1372","ENGLISH MEDIUM","NEW DELHI","EEB 983",,,,,"STORY BOOK","1372",,,"$75.00",,,,,,,,,,,,,
"FOUR MICE DEEP IN THE JUNGLE","2005",,"SCHOLASTIC","2006","STORY BOOK","1373","ENGLISH MEDIUM","NEW DELHI","EEB 984",,,,"GERONIME STILTON","STORY BOOK","1373",,,"$125.00",,,,,,,,,,,,,
"ATTACK OF THE BANDIT CATS",,,"SCHOLASTIC","2007","CHILDREN LITERATURE","1374","ENGLISH MEDIUM",,"EEB 985",,,,"GERONIMO STILTON","CHILDREN LITERATURE","1374",,,"$50.00",,,,,,,,,,,,,
"ALPHABET ACTIVITIES","2004",,"SCHOLASTIC","2005","CHILDREN LITERATURE","1375","ENGLISH MEDIUM",,"EEB 986",,,,"ANITHA VASANTH","CHILDREN LITERATURE","1375",,,"$65.00",,,,,,,,,,,,,
"THE BEST OF SPEAKING TREE VOL - 1","2006",,"THE TIMES OF INDIA","2007","GK","1376","ENGLISH MEDIUM",,"EK 204",,,,,"GK","1376",,,"$200.00",,,,,,,,,,,,,
"THE BEST OF SPEAKING TREE VOL - 2","2006",,"THE TIMES OF INDIA","2007","GK","1377","ENGLISH MEDIUM",,"EK 205",,,,,"GK","1377",,,"$200.00",,,,,,,,,,,,,
"THE BEST OF SPEAKING TREE VOL - 3","2006",,"THE TIMES OF INDIA","2007","GK","1378","ENGLISH MEDIUM",,"EK 206",,,,,"GK","1378",,,"$200.00",,,,,,,,,,,,,
"RAMAYANA","2004",,"DREAMLAND PUBLICATION","2005","CHILDREN LITERATURE","1379","ENGLISH MEDIUM",,"EEB 1013",,,,,"CHILDREN LITERATURE","1379",,,"$20.00",,,,,,,,,,,,,
"A CAMEL AND A JACKAL","2005",,"ENKA PUBLICATIONS","2007","CHILDREN LITERATURE","1380","ENGLISH MEDIUM","AHAMEDABAD","EEB 1009",,,,,"CHILDREN LITERATURE","1380",,,"$17.00",,,,,,,,,,,,,
"THE IMMORTAL CHARACTER OF THE RAMAYANA","2004",,"NAVNEET PUBLICATION","2005","CHILDREN LITERATURE","1384","ENGLISH MEDIUM",,"EEB 988",,,,"ASMITA BHATT","CHILDREN LITERATURE","1384",,,"$40.00",,,,,,,,,,,,,
"RASHTRA BHAKT KI AATMVEDNA","2004",,"RASHTRIYA EKTA SENA","2005","HINDI","1385","ENGLISH MEDIUM",,"EEC 53",,,,"PREMDAN","HINDI","1385",,,"$40.00",,,,,,,,,,,,,
"IMMORTAL CHARACTER OF MAHABHARAT","2004",,"NAVNEET PUBLICATION","2005","CHILDREN LITERATURE","1389","ENGLISH MEDIUM",,"EEB 1018",,,,"YOGESH JOSHI","CHILDREN LITERATURE","1389",,,"$45.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA 1","2004",,"SCHOLASTIC GROLIER","2007","GK","1397","ENGLISH MEDIUM","SINGAPORE","EK 210",,,,"GROLLIER ADVISORY BOARD","GK","1397",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA 2","2004",,"SCHOLASTIC GROLIER","2007","GK","1398","ENGLISH MEDIUM","SINGAPORE","EK 211",,,,"GROLIER ADVISORY BOARD","GK","1398",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA 3","2004",,"SCHOLASTIC GROLIER","2007","GK","1399","ENGLISH MEDIUM","SINGAPORE","EK 212",,,,"GROLIER ADVISORY BOARD","GK","1399",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA","2004",,"SCHOLASTIC GROLIER","2007","GK","1400","ENGLISH MEDIUM","SINGAPORE","EK 213",,,,"GROLIER ADVISORY BOARD","GK","1400",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA","2004",,"SCHOLASTIC GROLIER","2007","GK","1401","ENGLISH MEDIUM","SINGAPORE","EK 214",,,,"GROLIERADVISORY BOARD","GK","1401",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA 6","2004",,"SCHOLASTIC GROLIER","2007","GK","1402","ENGLISH MEDIUM","SINGAPORE","EK 215",,,,"GROLIER ADVISORY BOARD","GK","1402",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA 7","2004",,"SCHOLASTIC GROLIER","2007","GK","1403","ENGLISH MEDIUM","SINGAPORE","EK 216",,,,"GROLLIER ADVISORY BOARD","GK","1403",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA 8","2004",,"SCHOLISTIC GROLIER","2007","GK","1404","ENGLISH MEDIUM","SINGAPORE","EK 217",,,,"GROLIER ADVISORY BOARD","GK","1404",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA 9","2004",,"SCHOLLASTIC GROLIER","2007","GK","1405","ENGLISH MEDIUM","SINGAPORE","EK 218",,,,"GROLIER ADVISORY BOARD","GK","1405",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA 10","2004",,"SCHOLASTIC GROLIER","2007","GK","1406","ENGLISH MEDIUM","SINGAPORE","EK 219",,,,"GROLIER ADVISORY BOARD","GK","1406",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA 11","2004",,"SCHOLASTIC GROLIER ","2007","GK","1407","ENGLISH MEDIUM","SINGAPORE","EK 220",,,,"GROLIER ADVISORY BOARD","GK","1407",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA 12","2004",,"SCHOLASTIC GROLIER","2007","GK","1408","ENGLISH MEDIUM","SINGAPORE","EK 221",,,,"GROLIER ADVISORY BOARD","GK","1408",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA 13","2004",,"SCHOLASTIC GROLIER","2007","GK","1409","ENGLISH MEDIUM","SINGAPORE","EK 222",,,,"GROLIER ADVISORY BOARD","GK","1409",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA","2004",,"SCHOLASTIC GROLIER","2007","GK","1410","ENGLISH MEDIUM","SINGAPORE","EK 223",,,,"GROLIER ADVISORY BOARD","GK","1410",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA","2004",,"SCHOLASTIC GROLIER","2007","GK","1411","ENGLISH MEDIUM","SINGAPORE","EK 207",,,,"GROLIER ADVISORY BOARD","GK","1411",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA","2004",,"SCHOLASTIC GROLIER","2007","GK","1412","ENGLISH MEDIUM","SINGAPORE","EK 208",,,,"GROLIER ADVISORY BOARD","GK","1412",,,"$200.00",,,,,,,,,,,,,
"GROLIER STUDENT ENCYCLOPEDIA","2004",,"SCHOLASTIC GROLIER","2007","GK","1413","ENGLISH MEDIUM","SINGAPORE","EK 209",,,,"GROLIER ADVISORY BOARD","GK","1413",,,"$200.00",,,,,,,,,,,,,
"BASAVESHWARA","2004",,"INDIA BOOK HOUSE","2005","CHILDREN LITERATURE","1420","ENGLISH MEDIUM",,"EEB 1040",,,,"ANANT PAL","CHILDREN LITERATURE","1420",,,"$0.00",,,,,,,,,,,,,
"FOLK TALES OF HIMACHAL PRADESH",,,"TINY TOT PUBLICATIONS","2012","CHILDREN LITERATURE","1421","ENGLISH MEDIUM",,"EEB 1043",,,,,"CHILDREN LITERATURE","1421",,,"$30.00",,,,,,,,,,,,,
"SWEET KIDS PRIMER","2004",,"VIRAHI PUBLICATION","2005","CHILDREN LITERATURE","1425","ENGLISH MEDIUM",,"EEB 1047",,,,"ASHA PRABHAKAR","CHILDREN LITERATURE","1425",,,"$15.00",,,,,,,,,,,,,
"THE MIRROR OF VALUES PARENTS BOOK","2006",,"GOYAL BOOKS","2007","STORY BOOK","1426","ENGLISH MEDIUM","NEW DELHI","EEB 1048",,,,,"STORY BOOK","1426",,,"$0.00",,,,,,,,,,,,,
"MORAL STORIES",,,"MY KIDS WORLD PUBLICATION","2007","CHILDREN LITERATURE","1427","ENGLISH MEDIUM","DELHI","EEB 1049",,,,"SHILPI","CHILDREN LITERATURE","1427",,,"$35.00",,,,,,,,,,,,,
"COMMON ERRORS IN ENGLISH","2005",,,"2007","GRAMMER","1430","ENGLISH MEDIUM",,"EFA 51",,,,"CIDMEL","GRAMMER","1430",,,"$250.00",,,,,,,,,,,,,
"MISTRESS","2005",,"PENGUIN BOOKS","2007","NOVEL","1431","ENGLISH MEDIUM","LONDON","EA 75",,,,"ANITA NAIR","NOVEL","1431",,,"$250.00",,,,,,,,,,,,,
"UNDERSTANDING SCIENCE","2006",,"SCHOLASTIC","2007","SCIENCE","1432","ENGLISH MEDIUM","NEW DELHI","EFD 92",,,,"PETER CLUTTERBUCK","SCIENCE","1432",,,"$100.00",,,,,,,,,,,,,
"UNDERSTANDING SCIENCE ","2006",,"SCHOLASTIC","2007","SCIENCE","1433","ENGLISH MEDIUM","NEW DELHI","EFD 91",,,,"PETER CLUTTERBUCK","SCIENCE","1433",,,"$100.00",,,,,,,,,,,,,
"ZOMBIE SQUAD",,,"SCHOLASTIC","2007","CHILDREN LITERATURE","1434","ENGLISH MEDIUM",,"EEB 1045",,,,"R.W.ZANDER","CHILDREN LITERATURE","1434",,,"$100.00",,,,,,,,,,,,,
"HAUNTED TREASURE",,,"SCHOLASTIC","2012","STORY BOOK","1435","ENGLISH MEDIUM","NEW DELHI","EEB 1047",,,,"FRANK RODSERS","STORY BOOK","1435",,,"$60.00",,,,,,,,,,,,,
"ZOMBIE SQUAD","2006",,"SCHOLASTIC","2007","STORY BOOK","1437","ENGLISH MEDIUM","NEW DELHI","EEB 1044",,,,"R.W.ZANDER","STORY BOOK","1437",,,"$100.00",,,,,,,,,,,,,
"WHEN THE CIRCUS CAME TO TOWN","2005",,"SCHOLASTIC PUPIL","2007","STORY BOOK","1439","ENGLISH MEDIUM","NEW DELHI","EEB 1059",,,,"POLLY HERVATH","STORY BOOK","1439",,,"$90.00",,,,,,,,,,,,,
"KIDS BOOKS OF CROSS FACTS AND FACTS","2006",,"SCHOLASTIC","2007","SCIENCE","1440","ENGLLISH MEDIUM","NEW DELHI","EFD 90",,,,"DONNA REYNOLD","SCIENCE","1440",,,"$90.00",,,,,,,,,,,,,
"BUILD A ROCKET BOAT AND 18 MORE WILD WIND PROJECT","2005",,"SCHOLASTIC PUPIL","2007","SCIENCE","1441","ENGLISH MEDIUM","NEW DELHI","EFD 89",,,,"SANDRA MARKLE","SCIENCE","1441",,,"$60.00",,,,,,,,,,,,,
"AT THE ZOO LUCKY",,,"SCHOLASTIC","2007","GK","1442","ENGLISH MEDIUM",,"EK 227",,,,,"GK","1442",,,"$50.00",,,,,,,,,,,,,
"GYSPY MAGIC","2006",,"SCHOLASTIC PUPIL","2007","STORY BOOK","1443","ENGLISH MEDIUM","NEW DELHI","EEB 1051",,,,"MOYASIMONS","STORY BOOK","1443",,,"$70.00",,,,,,,,,,,,,
"PERFECT WORLD ALWAYS FOREVER","2009",,"SCHOLASTIC","2012","PERSONALITY DEVELOPEMENT","1445","ENGLISH MEDIUM","NEW DELHI","EP 53",,,,"ROSANNE","PERSONALITY DEVELOPEMENT","1445",,,"$38.00",,,,,,,,,,,,,
"POP PARTY","2009",,"SCHOLASTIC","2012","GK","1446","ENGLISH MEDIUM","NEW DELHI","EK 210",,,,"JO HERLEY","GK","1446",,,"$100.00",,,,,,,,,,,,,
"JWALAMUKHI KYON FATATE HAI","2009",,"SCHOLASTIC","2012","GK","1447","ENGLISH MEDIUM HINDI LANGUAGE","NEW DELHI","EK 209",,,,"AYAVAND GUPTA","GK","1447",,,"$50.00",,,,,,,,,,,,,
"KYA SANP RENG KAR SAKATE HAI","2009",,"SCHOLASTIC","2012","GK","1448","ENGLISH MEDIUM HINDI LANGUAGE","NEW DELHI","EK 208",,,,"MELVINA","GK","1448",,,"$30.00",,,,,,,,,,,,,
"GHOST VILLE ELEMENTRY GHOST GAME","2002",,"SCHOLASTIC","2007","STORY BOOK","1449","ENGLISH MEDIUM","NEW DELHI","EEB 1050",,,,"JEREMY","STORY BOOK","1449",,,"$80.00",,,,,,,,,,,,,
"AMAZING ESCAPES","2006",,"SCHOLASTIC","2007","SCIENCE","1450","ENGLISH MEDIUM","NEW DELHI","EFD 84",,,,,"SCIENCE","1450",,,"$90.00",,,,,,,,,,,,,
"THREE GIRLS IN THE CITY","2005",,"SCHOLASTIC","2007","STORY BOOK","1451","ENGLISH MEDIUM","NEW DELHI","EEB 1056",,,,"JEUME","STORY BOOK","1451",,,"$125.00",,,,,,,,,,,,,
"THE THIRD SECRET","2010",,"BALLANTINE BOOKS","2012","NOVEL","1452","ENGLISH MEDIUM","NEW DELHI","EA 79",,,,"STEVE BERRY","NOVEL","1452",,,"$260.00",,,,,,,,,,,,,
"THE GREAT BRAIN ROBBERY","2006",,"SCHOLASTIC ","2007","STORY BOOK","1453","ENGLISH MEDIUM","NEW DELHI","EEB 1046",,,,"ALAN MAEDENID","STORY BOOK","1453",,,"$60.00",,,,,,,,,,,,,
"HEAD FOR ATROUBLE","2006",,"SCHOLASTIC","2007","STORY BOOK","1454","ENGLISH MEDIUM","NEW DELHI","EEB 1052",,,,"FRANK RODGERS","STORY BOOK","1454",,,"$60.00",,,,,,,,,,,,,
"MONTMORENCY","2009",,"SCHOLASTIC","2012","NOVEL","1455","ENGLISH MEDIUM","NEW DELHI","EA 76",,,,"ELEANAR","NOVEL","1455",,,"$100.00",,,,,,,,,,,,,
"SUNDARY AUR DANAV","2009",,"SCHOLASTIC","2012","STORY BOOK","1456","ENGLISH MEDIUM","NEW DELHI","EEB 55",,,,"TAISA KRELING","STORY BOOK","1456",,,"$50.00",,,,,,,,,,,,,
"THE JUNIOR NOVEL",,,"SCHOLASTIC","2007","NOVEL","1457","ENGLISH MEDIUM","NEW DELHI","EA 81",,,,"ATMAN BEGINS","NOVEL","1457",,,"$100.00",,,,,,,,,,,,,
"THE NUTCRACKERS ","2006",,"SCHOLASTIC","2007","STORY BOOK","1459","ENGLLISH MEDIUM","NEW DELHI","EEB 1058",,,,"HOFFMAN E.J.","STORY BOOK","1459",,,"$80.00",,,,,,,,,,,,,
